Date,Open,High,Low,Close,Volume,Adjusted Close
2014-05-15,16613.519531,16622.900391,16397.460938,16446.810547,106610000.0,16446.810547
2014-05-16,16447.320312,16498.990234,16414.320312,16491.310547,119330000.0,16491.310547
2014-05-19,16490.349609,16526.259766,16442.119141,16511.859375,82180000.0,16511.859375
2014-05-20,16511.220703,16511.220703,16341.299805,16374.30957,75150000.0,16374.30957
2014-05-21,16376.169922,16544.599609,16376.169922,16533.060547,76730000.0,16533.060547
2014-05-22,16532.740234,16565.390625,16489.609375,16543.080078,59250000.0,16543.080078
2014-05-23,16544.490234,16613.070312,16544.490234,16606.269531,61340000.0,16606.269531
2014-05-27,16607.419922,16688.689453,16607.419922,16675.5,80870000.0,16675.5
2014-05-28,16674.980469,16674.980469,16620.220703,16633.179688,62480000.0,16633.179688
2014-05-29,16637.740234,16698.740234,16620.429688,16698.740234,55500000.0,16698.740234
2014-05-30,16697.330078,16721.220703,16648.849609,16717.169922,105190000.0,16717.169922
2014-06-02,16716.849609,16756.640625,16682.070312,16743.630859,57560000.0,16743.630859
2014-06-03,16736.699219,16736.699219,16690.009766,16722.339844,67830000.0,16722.339844
2014-06-04,16720.0,16742.910156,16673.650391,16737.529297,65570000.0,16737.529297
2014-06-05,16739.140625,16845.810547,16709.949219,16836.109375,70460000.0,16836.109375
2014-06-06,16839.640625,16924.279297,16839.640625,16924.279297,80530000.0,16924.279297
2014-06-09,16926.080078,16970.169922,16912.919922,16943.099609,67130000.0,16943.099609
2014-06-10,16940.400391,16946.339844,16897.439453,16945.919922,64560000.0,16945.919922
2014-06-11,16943.160156,16943.160156,16821.849609,16843.880859,61860000.0,16843.880859
2014-06-12,16840.480469,16841.570312,16703.730469,16734.189453,72560000.0,16734.189453
2014-06-13,16734.640625,16787.890625,16718.599609,16775.740234,95220000.0,16775.740234
2014-06-16,16765.560547,16802.140625,16722.859375,16781.009766,77900000.0,16781.009766
2014-06-17,16779.210938,16823.550781,16732.910156,16808.490234,63530000.0,16808.490234
2014-06-18,16806.119141,16911.410156,16755.289062,16906.619141,73720000.0,16906.619141
2014-06-19,16909.900391,16923.429688,16858.880859,16921.460938,80220000.0,16921.460938
2014-06-20,16920.619141,16978.019531,16920.619141,16947.080078,247350000.0,16947.080078
2014-06-23,16946.5,16954.269531,16896.089844,16937.259766,63640000.0,16937.259766
2014-06-24,16934.619141,16969.699219,16805.230469,16818.130859,80220000.0,16818.130859
2014-06-25,16817.679688,16883.539062,16799.410156,16867.509766,73920000.0,16867.509766
2014-06-26,16866.810547,16872.519531,16746.089844,16846.130859,63650000.0,16846.130859
2014-06-27,16846.900391,16862.730469,16773.839844,16851.839844,137690000.0,16851.839844
2014-06-30,16852.490234,16871.269531,16801.939453,16826.599609,90360000.0,16826.599609
2014-07-01,16828.529297,16998.699219,16828.529297,16956.070312,74050000.0,16956.070312
2014-07-02,16949.710938,16986.630859,16949.710938,16976.240234,57840000.0,16976.240234
2014-07-03,16979.0,17074.650391,16979.0,17068.259766,66800000.0,17068.259766
2014-07-07,17063.830078,17063.830078,16992.449219,17024.210938,61480000.0,17024.210938
2014-07-08,17022.089844,17022.089844,16874.789062,16906.619141,75250000.0,16906.619141
2014-07-09,16916.830078,16998.949219,16913.810547,16985.609375,67120000.0,16985.609375
2014-07-10,16980.349609,16980.349609,16805.380859,16915.070312,67510000.0,16915.070312
2014-07-11,16918.310547,16949.460938,16860.300781,16943.810547,61000000.0,16943.810547
2014-07-14,16950.929688,17088.429688,16950.929688,17055.419922,60570000.0,17055.419922
2014-07-15,17055.029297,17120.339844,17006.390625,17060.679688,101730000.0,17060.679688
2014-07-16,17061.910156,17139.349609,17061.910156,17138.199219,111500000.0,17138.199219
2014-07-17,17133.449219,17151.560547,16966.189453,16976.810547,99240000.0,16976.810547
2014-07-18,16978.160156,17113.509766,16977.519531,17100.179688,112530000.0,17100.179688
2014-07-21,17095.109375,17095.109375,16974.339844,17051.730469,67590000.0,17051.730469
2014-07-22,17054.970703,17133.429688,17040.130859,17113.539062,77960000.0,17113.539062
2014-07-23,17117.009766,17121.050781,17058.050781,17086.630859,73440000.0,17086.630859
2014-07-24,17092.019531,17119.830078,17061.070312,17083.800781,66390000.0,17083.800781
2014-07-25,17079.5,17082.330078,16915.650391,16960.570312,67290000.0,16960.570312
2014-07-28,16956.910156,17001.380859,16877.720703,16982.589844,66190000.0,16982.589844
2014-07-29,16984.330078,17056.460938,16912.109375,16912.109375,75980000.0,16912.109375
2014-07-30,16920.109375,16983.939453,16817.160156,16880.359375,77750000.0,16880.359375
2014-07-31,16869.630859,16869.630859,16563.300781,16563.300781,101670000.0,16563.300781
2014-08-01,16561.699219,16584.75,16437.070312,16493.369141,84860000.0,16493.369141
2014-08-04,16493.720703,16596.220703,16447.199219,16569.279297,76260000.0,16569.279297
2014-08-05,16559.970703,16559.970703,16369.549805,16429.470703,76630000.0,16429.470703
2014-08-06,16425.099609,16490.699219,16372.320312,16443.339844,78600000.0,16443.339844
2014-08-07,16448.289062,16504.349609,16333.780273,16368.269531,80430000.0,16368.269531
2014-08-08,16369.679688,16556.589844,16364.219727,16553.929688,82420000.0,16553.929688
2014-08-11,16557.269531,16627.990234,16557.269531,16569.980469,65560000.0,16569.980469
2014-08-12,16565.550781,16589.310547,16518.060547,16560.539062,62770000.0,16560.539062
2014-08-13,16567.539062,16670.289062,16567.539062,16651.800781,66020000.0,16651.800781
2014-08-14,16657.320312,16714.220703,16651.669922,16713.580078,62370000.0,16713.580078
2014-08-15,16717.009766,16775.269531,16575.419922,16662.910156,109180000.0,16662.910156
2014-08-18,16664.449219,16840.279297,16664.449219,16838.740234,75670000.0,16838.740234
2014-08-19,16839.060547,16929.130859,16839.060547,16919.589844,67220000.0,16919.589844
2014-08-20,16910.029297,16994.890625,16896.550781,16979.130859,61960000.0,16979.130859
2014-08-21,16983.880859,17074.589844,16983.880859,17039.490234,65160000.0,17039.490234
2014-08-22,17038.269531,17064.279297,16984.519531,17001.220703,64330000.0,17001.220703
2014-08-25,17011.810547,17124.740234,17011.810547,17076.869141,57400000.0,17076.869141
2014-08-26,17079.570312,17153.800781,17079.570312,17106.699219,50710000.0,17106.699219
2014-08-27,17111.029297,17134.599609,17090.609375,17122.009766,61690000.0,17122.009766
2014-08-28,17119.060547,17119.060547,17018.330078,17079.570312,51860000.0,17079.570312
